Contact,Description,Name,Social,Web_Address
,"Decadent Decaf is the world's first decaffeinated coffee company with a range of single origin and espresso blends using only Swiss Water Decaf process decaffeinated coffee beans, which uses a 100% chemical-free water process to decaffeinate the beans to 99.9% caffeine free.",Decadent Decaf Coffee Company,,http://www.decadentdecaf.com
,"Independent Artisan Roaster and coffee supplier to Business and Home User. Local and Nationwide, Online, retail outlets and wholesale. Knowledgeable, enthusiastic, well-travelled, experienced coffee lover who wants to share his knowledge.",Well Roasted Coffee,,http://www.wellroastedcoffee.com
,"Speciality Coffee Roasters bringing freshly roasted coffee beans to all types of businesses and individuals. We offer high quality machines to our customers and offer the consumables to maximise their profit. We take pride in sourcing superior coffee beans and roasting them to the highest potential on site here in Antrim. Choose one of our single origins or blends or even get your own unique flavour. Thinking of opening a coffee shop or already trading but looking for new opportunities in the fast changing world of coffee? Then get in touch for more details, buy direct from a roaster.",Slumberjack Coffee,,http://www.slumberjackcoffee.com
,"A continual search for great coffee beans and 10 years spent in Melbourne Australia where great coffee is a way of life has led to Iron and Fire. Most importantly we really care where our beans are sourced - by buying only the best coffee from farms that respect their workforce, or directly from independent growers, we can make a small positive change to the world whilst sharing with you some if the most amazing hand roasted coffees from across the globe.",Iron & Fire Speciality Coffee Roasters,,https://ironandfire.co.uk
,"Danielle's Coffee is a bespoke coffee company based in Shropshire. Danielle, an award winning barista and coffee specialist since 2004 set up this business in May 2010. Danielles Coffee offers establishments with the ingredients and knowledge required to create the best tasting coffee possible.",Danielle's Coffee,,http://www.daniellescoffee.co.uk
,"Garage Coffee is located just outside of Canterbury in Kent. We only roast speciality grade coffee (top 10% of farms in the world) which is always fully traceable and fairly traded. ​ Our coffee is roasted in 3kg batches, which we taste every time to ensure we have acheived optimum quality. All coffee is roasted to order, meaning our beans are always fresh. Haven't got time for any stale beans in this neck of the woods!",Garage Coffee,,http://www.garageroasted.co.uk
,John Watt & Son have roasted Coffee in Carlisle since their original shop opened in Glovers Row in 1865 – our blending recipes are closely guarded secrets which have evolved and been handed down over the past 150 years.,John Watt And Sons,,http://www.johnwattandson.co.uk
,"Our coffee is enjoyed by customers in award-winning independent coffee shops and restaurants all over the Midlands, and beyond. Locally roasted, our coffees’ freshness is unbeatable. Our wide variety of blends ensures we can find the perfect mix of flavours to help you build a loyal base of coffee-loving customers.",Coffee Central,,http://coffeecentral.co.uk
,Ireland's leading training institution dedicated to the education of coffee professionals and enthusiasts. Speciality coffee shop and roastery.,DublinBaristaSchool,,https://dublinbaristaschool.ie
,Silverskin Coffee Roasters is an award winning coffee roasting company based in Dublin. It was founded by Brian Kenny who has 20 years experience in the coffee industry. Beginning in 1996 Brian started his career roasting on a R750 Probat machine. In the year 2000 Brian had the pleasure to work on and help design the programme for the Therma 2 Probat roaster. This roaster is still considered revolutionary today.,Silverskin Coffee,,http://www.silverskincoffee.ie
,"The Scandinavian Coffee Pod is a speciality coffee roastery. We hand roast seasonal coffee beans in our coffee pod - a 5m2 glass cube - designed to showcase the art of coffee roasting and the care we take to perfectly roast every bean to order. We are Scandinavian by design and at heart; learning from the long-kept coffee traditions of the far flung Nordic countries, where more coffee is consumed than anywhere else on earth - to warm, sustain and rejuvenate.",The Coffee Pod,,http://www.thepod.coffee
,"We are an ethical coffee company that roast and supply high quality Fairtrade coffee beans, equipment and training. From the smallest coffee shop to the largest restaurant group we have the experience and know how to fulfill all your coffee requirements.",Wooden Hill Coffee,,http://www.woodenhillcoffee.com
,"We are Django Coffee Co. and have taken inspiration from Melbourne’s flourishing and robust coffee scene to make it our mission to provide quality speciality coffee with a low environmental impact. We source our own green coffee beans from coffee growers around the world and then roast the beans in small batches to be able to create unique flavours. Django Coffee Co. is 100% committed to providing information on the origins, the farmers and the coffee beans journey from the farm to your cup. We are a company that respects the farmers, the environment as well as our customers.",Django Coffee Co.,,http://www.djangocoffeeco.com
,"Espresso bar & micro-roastery. Just follow that sweet scent of freshly ground coffee down Sydney Street, North Laine, Brighton and you will find us knocking out shots on our Marzocco GB5",Pelicano House,,http://pelicanohouse.com
,Southampton based artisan micro-roastery offering the finest blends and single origins. All beans are responsibly sourced and then roasted to bring out the individual characteristics of each coffee. We aim to bring you the best that the world of speciality coffee has to offer. Connect on or Instagram: @soroastcoffee,SOroast,,http://www.soroastcoffee.co.uk
,"Upside Coffee is a wholesale roastery based in Dublin, Ireland. Our mission is simple: Import delicious coffee, roast it to perfection & share it with you. We offer: Wholesale prices. Barista training & technical support. Espresso machines & brewing equipment. Help with costing, bar layout, workflow & financial projections. Everything you need to develop a truly special coffee program.",Upside Coffee,,http://www.upsidecoffee.com
,"Here at green farm coffee we are coffee roasters, baristas, engineers, trainers and self-confessed coffee geeks. We all have one common goal that drives us and that is creating the perfect cup of coffee. We are able to supply our freshly roasted, quality coffee anywhere in the UK. For more information check out our website.",Green Farm Coffee,,http://www.greenfarmcoffee.co.uk
,"Coffee is such an incredible product. The process of growing to drinking takes a huge amount of effort from so many parties and we are there for every single stage of it. We work with amazing origin partners who help us secure the best specialty coffee from farms all around the world. All the coffee we purchase has been ethically traded with full traceability to the farms origin. This is hugely important as it gives us assurance the farmers are well paid for the product they produce. Happy farmers, happy coffee. Once sourced we work on exploring its potential through developing its roast profile. The end result is such that we can showcase the product through our wholesale partners or loyal customers. We are very proud of this! Its all about loving our product but understanding the culture too - no compromise for absolute quality",Craft House Coffee,,http://crafthousecoffee.co.uk
,"Glasgow based coffee, tea, and coffee machines supplier across Scotland and wider UK. Coffee with Italian passion! 0141 9514442",Italian aroma coffee,,http://www.italianaromacoffee.co.uk
,"We have been roasting coffee since 1963 in our factory near the Thames Barrier in Woolwich, South East London. Despite the many changes in the coffee scene over the years, the importance of supplying coffee that is fresh, distinctive and delicious has always been our guiding principle. We supply customers throughout the UK in the foodservice, wholesale, vending and retail sectors with a wide range of pack types. We have the capacity and resources to supply large tonnages to major coffee shop chains, but are also small and flexible enough to provide first class care and personal attention to our many independent and regional customers.",Coburg Coffee Co.,,http://coburgcoffeecompany.co.uk
,"We love coffee. Very much. We're based in Brighton, officially the home of coffee in the UK. In fact, we consume more cups of coffee per head than any other UK city. Our approach is simple: search high and low for the most responsibly grown, tastiest, quirkiest, green coffee beans available anywhere in the world. Once sourced, we roast in small lots and often, so our coffee is always fresh, whether it's a house-pour at your local cafe or if you're a home brewer ordering from our shop.",The Roasted Bean Co.,,http://www.roastedbean.co.uk
,We source our beans seasonally ensuring your coffee tastes amazing. The coffee is roasted with care in small batches for individual orders. We are proud to supply the freshest coffee in the market with quickest delivery.,Roast Batch,,http://roastbatch.com
,"The first thing you notice when dealing with Carrara Collection is we have a true passion for quality coffee. We have been involved within the coffee industry since 2005, and launched Carrara Collection in 2010, and opened our Roastery in 2015, roasting our own specialist blends for customers. We also have our in-house Coffee School, with fully trained Barista’s, so we can offer our customers courses in all levels of barista training, giving them the confidence to make the perfect cup of coffee. Plus we can also work with and create speciality bespoke blends for our trade customers, giving them a unique coffee that is tailored to their customer requirements, offering a completely exclusive product.",Carrara Collection,,http://www.carraracollection.com
,"We are a specialty micro coffee roastery in the UK. We strive for quality and excellence in everything that we do. Our mission is to introduce the worlds best quality coffee to the UK market in a considered, experienced and disciplined way. At our foundation is the principle of paying more and praising farmers for the hard work they put in to making the coffees we buy, the best the world has to offer. With 7 years of experience our team has touched nearly every corner of the rich tapestry that is the coffee world. Whether it be sourcing, brewing, cupping, engineering, or any other area. The chances are we’ve had a part to play in it.",Maude Coffee,,http://www.maudecoffee.co.uk
,"Spectrum coffee roasters are a speciality coffee company based in York, North Yorkshire. Our mission is to bring you the best possible quality coffee at affordable prices. We have been working in the coffee industry for over 15 years and have a wealth of experience to bring you a range of coffees which will keep your customers coming back time and time again. We also supply espresso coffee machines, tea, hot chocolate, syrups, hand brew equipment and barista gear. Plus we are experts in barista training and consultancy.",Spectrum Coffee,,http://www.spectrumcoffeeroasters.co.uk
,"Our founders, Robert and Frankie Haynes share a passion for coffee, having spent 7 years living in Australia they learnt that to make a good coffee takes time, patience and quality. They source only the finest coffee beans from around the world and develop original blends in their own micro-roaster in London",The London Bean Company,,http://www.londonbeancompany.com
,"Horsham Coffee Roaster is dedicated to supplying premium, ethically traded, freshly roasted coffee. They source all of their coffee through carefully selected partners who are dedicated to searching the world for the best coffees available. Most of their coffee is traded through direct links with the farms and small co-operatives at a fair price. This direct, quality based link ensures the growers receive a premium price for their hard work and dedication to speciality coffee. All of their coffee is roasted to order in small batches using one of their two roasters. Both are equipped with roast profile systems allowing them to develop roast profiles that suit each individual coffee.",Horsham Coffee,,https://thecoffeeroasters.co.uk/collections/horsham-coffee-roaster
,"Pharmacie Coffee Roasters are proudly independent. We are a micro-roastery / coffee-house / venue based in Brighton & Hove. We supply wholesale speciality coffee, barista training & espresso making equipment to the UK. We love the coffees we roast & believe the key to great tasting coffee lies in care & consistency, which is why our Arabica is 100% ethically sourced & hand-roasted on a Giesen W15. Follow us on Instragram -",Pharmacie Coffee Roasters,,http://www.pharmacie.coffee
,What we're about - We love coffee and believe that the UK has only just started on the journey of coffee appreciation. There's a lot to know. We don't know it all. No-one does. But we're committed to educating ourselves and others to get the best coffee to you at a great price. All locally roasted. Who are we? - We're two people who love roasting coffee and decided to start a coffee roasting business. Visit us on Facebook -,Sidewalk Coffee Co,,http://www.sidewalkcoffee.co.uk
,"Godfrey C. Williams & Son are one of the last traditional UK grocers to roast their own coffee, with their vintage 3kg Whitby roaster dating from 1947 still in weekly use. With a range of over 20 coffees, there is something to suit everyone's taste. They also provide free samples of their coffee every Thursday on Market Day, with a different coffee every week. Check out our Facebook page:",Godfrey C. Williams & Son Ltd,,http://www.godfreycwilliams.co.uk
,25 years experience in the world of coffee. Our passion for coffee - using the best Arabica beans is evident in our range blends and origin coffees,Coffee Direct,,http://www.coffeedirect.co.uk
,"We started roasting in 2015, but the passion started way before. We have owned a coffee house for over 4 years and decided to move into the pursuit of great coffee. We have sampled a lot of coffee over the years, some good, some that made us want to remove our tongues with secateurs and occasionally coffee so delicious that it could inspire Shakespearean prose. We don't pretend to have a special formula, it was rather hit and miss really, but if you keep shooting you eventually hit the target (hence buckshot). We did however find a few key elements to roasting good coffee - quality ethically sourced green beans, a Giesen coffee roaster and finally a tonne of trial and error. We hope you enjoy our coffee as much as we do.",Buckshot Coffee Co.,,http://buckshotcoffeeroasters.com
,The Belfast Coffee Co has been set up with the aim of providing customers with the freshest coffee products right to their doors,Belfast Coffee Co,,http://www.belfastcoffeeco.com
,"We roast and supply high quality, speciality coffee that can be enjoyed without high-tech brewing equipment and which directly benefits the farmers who grow it.",Crafted Coffee Co,,https://thecoffeeroasters.co.uk/collections/the-crafted-coffee-company
,Bradford’s first Micro Roastery and UK’s original Sanremo distributor. Small batch hand roasted coffees from ethical & sustainable coffee green importers. Free Barista Training & support,Casa Espresso,,https://thecoffeeroasters.co.uk/collections/casa-espresso-west-yorkshire
,"Quarter Horse Coffee is an independent coffee roaster with cafes in Oxford and Birmingham. February 2015 marked the opening of our second shop and roastery. Located on Bristol street in the Southside area of Birmingham. Roasting our own beans is an exciting venture that allows us to source high quality green beans from around the world, and freshly roast them for our customers. Come by and see how this process works with our roaster in sight from the cafe. We aim to roast some of the best coffee in the UK.",Quarter Horse Coffee,,http://quarterhorsecoffee.com
,Hand roasting in small batches our ROOST Espresso blend and single origins,Roost,,http://www.roostcoffee.co.uk
,"We are roasters, retailers and wholesalers of the finest hand-crafted coffees based in Bournemouth, Dorset, UK. Our aim at Wellington Coffee is to help our customers explore the variety of coffees available from around the world. We uses two different size roasters – a 6kg and 1kg, allowing us to roast as little as 250g if required. This means that all our coffee is delivered as fresh as possible which is so important to the quality of the cup.",Wellington Coffee,,http://wellingtoncoffee.co.uk
,"Micro coffee roasters based in Edinburgh. We only roast to order ensuring customers receive the freshest coffee possible. We believe that good coffee is an essential part of life and each change in every aspect of the process can make a difference. From the farm, during transport, roasting, packing and delivery - all of this is the difference between a great cup and an average cup. ZeEspresso is proud to be an artisan roaster and we are keen to share our knowledge to all our customers. If you have a question, just ask us.",ZeEspresso Coffee,,http://zeespresso.com
,Luckie Beans are a microroastery in Love Lane Berwick Upon Tweed. All their coffees are highly traceable and purchased via Direct Trade.,Luckie Beans,,http://luckiebeans.co.uk
,"The Missing Bean in an independently owned and run espresso bar, set up to bring the artisan Antipodean style coffee and laid back atmosphere to the heart of Oxford. Set up in Autumn 2009 by Ori and Vicky, who had just returned from Sydney, the Missing Bean quickly established a reputation for great coffee in a relaxed and friendly environment. In 2014 Missing Bean set up a micro coffee roastery just down the road in East Oxford, where they roast beans on a weekly basis.",The Missing Bean,,http://www.themissingbean.co.uk
,"Jericho Coffee Traders is a micro roastery working from the historic Jericho neighbourhood of Oxford. Run by James Armitage and Elizabeth Drury, the Jericho Coffee Traders encompasses the iconic Pukeko truck, a vivid turquoise tuk-tuk converted into a mobile cafe, and a familiar sight around the city, the Jericho roastery and a vibrant pop-up cafe in Central Oxford. We roast our beans in an old warehouse hidden away in the historic Jericho neighbourhood of Oxford before sending some to our central Oxford cafe, and preparing the rest to be sent out to our customers all over the UK.",JerichoCoffeeTraders,,http://www.jerichocoffeetraders.com
,"The Hathi Coffee Roastery is the vision of husband and wife, Johan and Wenona Du Toit. A true artisan approach to creating the finest coffee, hand roasted daily and delivered to your doorstep. From the start it was most important for us to build a direct relationship with our customers and be part of their journey as they discovered the world of Speciality Coffee. We only source 100% Arabica Speciality Grade green beans from responsible growers. This ensures the ethical traceability of our products and in doing so, helps further the industry as a whole.",HATHI COFFEE,,http://www.hathicoffee.co.uk
,"Coffee Roaster, Musician, Goofball and general life enthusiast. Based in Nottingham established 1987.",DamnFineCoffeeCo,,http://damnfinecoffeeco.bigcartel.com
,"Old Spike Roastery was set up to provide some of the finest, freshly roasted coffee in the UK. We source our speciality beans from all over the world and roast them on our shop roaster called 'Torberg'. What makes us a little different from your regular coffee shop is that we are a social enterprise, setup exclusively to help local homeless people in our community. Our mission is to provide expert training, housing and a job that will hopefully be a stepping stone to long term employment.",OLD SPIKE ROASTERY,,http://www.oldspikeroastery.com
,"Sundlaug Coffee Co. is a small, independent speciality coffee roastery. We source some of the best coffees available, with an emphasis on traceability and sustainability, before carefully roasting them in small batches to ensure our customers always receive the freshest beans. Our roasting style is influenced by Nordic coffee culture, typified by a focus on the highest quality beans and lighter roast profiles that allow different flavours to shine through in each cup.",Sundlaug Coffee Co.,,http://www.sundlaugcoffee.co.uk
,"Welcome to Old Leodensian coffee roasters, the home of Home Roast Coffee. We are dedicated to sourcing only top quality 100% Arabica beans from around the world .All our coffees are home roasted daily to order ensuring that not only do we produce a coffeethat we believe is the freshest and tastiest coffee on the market, but also that our full attentiongoes in to every packet of coffee that is delivered to our customers. Whether you require coffee for home, commercial purposes or even raw materials for home roasting,we can help you, please get in touch.",Old Leodensian,,http://www.homeroastcoffee.co.uk
,"Cafe Hormozi are a family-run traditional coffee roastery. We provide coffee beans to restaurants, cafes and more all over the UK. Due to popular demand, we have decided to start delivering our great tasting blends direct to your doorstep. We only use traditional drum roasters and all orders are roasted one day before delivery to ensure optimum freshness and quality",Cafe Hormozi,,http://www.hormozi.co.uk
,"“Your coffee, Our passion” - We are an artisan coffee roaster in Edington, a beautiful and picturesque village in the heart of Wiltshire. All our ethically sourced beans are roasted on ""Laura"" - our 3kg Drum Roaster.",Square root Coffee,,http://www.squarerootcoffee.com
,"Artisan Roast, Edinburgh are an award winning Scottish gourmet coffee roastery with three cafés in Edinburgh and Glasgow. Their coffees have been used in the world brewers cup, and their baristas regularly place as the top Scottish barista in the UK barista championships. Artisan Roasts coffees are carefully sourced either directly with growers or with long term supply chain partners and their goal is to find unique, quality focused and vibrant tasting micro-lots.",Artisan Roast,,https://thecoffeeroasters.co.uk/collections/artisan-roast-edinburgh
,Dear Green Coffee Roasters are a Speciality Coffee Roaster based in Central Glasgow. They are passionate about sourcing naturally delicious coffee from wonderful coffee farms. Their prime focus is to only roast recent crop coffee of exceptional quality and cup flavour. They ensure that their direct trade sourcing partners have audited each coffee farm for social and environmental practices.,Dear Green Coffee,,https://thecoffeeroasters.co.uk/collections/dear-green-coffee-glasgow
,"Artisan coffee roasters in Nether Edge, Sheffield. Committed to ethically sourced, highest quality beans -always roasted to order. Wholesale enquiries welcome.",Foundry Coffee Roasters,,https://thecoffeeroasters.co.uk/collections/foundry-coffee-roasters-sheffield
,"We started Sydney Road Coffee in Gloucester on our return to the UK after many years of immersion in the vibrant coffee culture of Melbourne. Our mission is now to see excellent coffee everywhere in our region. We roast especially for each customer, using an innovative artisan fluid-bed roaster to bring out the unique flavours and varietal character of high grade single-estate beans",Sydney Road Coffee,,http://SydneyRoadCoffee.co.uk
,"Sacred Grounds Coffee Company is a speciality coffee roastery based on the banks of the Brothock Burn in Arbroath, Angus. We are proud to say that we are Angus's only coffee roastery.",Sacred Grounds Coffee Company,,http://sacredgroundscoffeecompany.co.uk
,"Doppio Coffee is a coffee wholesale company that aims to build a bridge between roasters, coffee equipment manufacturers, and independent coffee shops. Each Doppio Coffee Warehouse is made up of a showroom, espresso bar, and workshop where coffee lovers, consumers, retailers, and wholesalers can see and touch equipment and accessories, and learn about how to make coffee. Customers are welcome to explore our machines in the showroom, try some of our coffee in the espresso bar, and have a look at what our engineers are up to in the workshop. The interactive presentation of DCW reflects our ethos and every aspect of this comes together to provide a unique experience for our customers",doppiocoffee,,http://doppiocoffee.co.uk
,"Founded by husband-and-wife team Gerald and Queenie Salter - back when Gerald ground all the coffee at home - Freshpac began with one main objective: provide the best possible service and the best possible coffee (Freshpac coffee!). Its all about doing it right you see, and here at Freshpac we’re happy to say that the two are one and the same thing. It’s been like that since we first started, and you know what? We find it really works!",Freshpac,,http://freshpac.co.uk
,"At ThreeSixty˚ we’re passionate about making fully traceable, premium quality coffee for everyone to experience and enjoy. As a nation of coffee lovers, we’re becoming more adventurous and interested in coffee seasonality and provenance – which has helped inspire our ThreeSixty˚ range of characterful and sophisticated blends",ThreeSixty˚ Coffee,,http://www.ThreeSixtyCoffee.co.uk
,"A return to roots - A celebration of over twenty decades in coffee roasting, a growth from small to large, a full circle to where we began. More artisan flair, more mistakes, more learning, more perfecting, more flavour",Freehand Coffee,,http://www.freehandcoffee.com
,Selected seasonal coffees freshly roasted by us for you to try as filter with V60 and aeropress and a selection of single origin espresso. All freshly roasted on our handbuilt & handmade roaster in Devon,EXE Coffee Roasters,,http://execoffeeroasters.wordpress.com
,"I’m committed to the highest-standards of production. I roast only 100% Arabica beans, sourcing all the green beans from individual farmers or small holdings. You can be assured of the provenance of the product - farmers and workers have excellent conditions and are paid a good wage. You can find cheaper commodity coffee anywhere on the high street these days, but it will be sourced en masse and, is usually very bitter, over-roasted, the robusta variety and (there's no other way to say this) just ... awful.",Rinaldo's Coffee,,https://thecoffeeroasters.co.uk/collections/rinaldos-coffee-kendal-cumbria
,"Vagabond Coffee Roasters is dedicated to sourcing speciality coffees from around the world in the pursuit of quality and consistency while offering the highest standards of customer service. Based in north London, we roast in small 5kg batches on our trusty Giesen so that we can guarantee freshness as we strive to reveal the best our coffee has to offer.",Vagabond Coffee,,http://vagabondcoffeeroasters.com
,"80 Stone Coffee Roasters was founded by two great friends that have 20 years combined expertise in the coffee industry. During those years they have greatly expanded their knowledge which includes coffee roasting, barista training, cupping, and espresso machine engineering. They also own the specialty coffee shop in London .",80 Stone Coffee Roasters,,http://www.80stonecoffeeroasters.co.uk
,"Masteroast Coffee Company Ltd. is an independently owned coffee roasting and packing facility, offering an unrivaled range of coffees and private label packing solutions since 1981. With over 30 years of expertise, experience and understanding of the coffee market, Masteroast is the obvious supply partner for your coffee business",Masteroast Coffee Co Ltd,,http://www.masteroast.co.uk
,"Ferns Coffee has been blending and roasting coffee for over a hundred years and continues to excel and delight with unique flavours and exquisite tastes. We buy our coffee beans from all over the world and then expertly blend them to bring you a fresh roasted flavour. Smooth and rich to dark and full, we have the perfect range of ground coffee or beans that you and your customers will enjoy again and again. Also private label",Ferns,,http://www.coffeeisferns.co.uk
,"Most coffee beans are roasted in large batches to standard settings. At CounterRoast, we're turning away from that and hand-roasting in small batches in our micro-roastery. Each batch will be tailored to preserve and enhance the unique characteristics of the premium green coffee beans that we've sourced. If it's unique single origin coffees you want (and we think you will), then get in touch. If signature blends are your thing too, we're running with those too. Come join us. You'll love it. We're sure.",CounterRoast,,http://www.counterroast.co.uk
,"We are a small, independent, artisan coffee roaster based in Sheffield. We built our very own roaster using Sheffield steel and batch roast all our coffee to order, whether it be a single origin or one of our original blends. Our passion is to take great beans and roast them to create something delicious – the fresher the better!",Frazer's Coffee Roasters,,http://frazerscoffeeroasters.co.uk
,"The search for perfection is on; ethically sourced arabica beans are hand roasted to order and shipped direct to guarantee freshness, aroma and flavour. We offer not just great artisan coffee but intense moments of pleasure in every cup. So if you have bean miles for a good cup of coffee then travel no further - you have reached your destination.",bean miles,,http://beanmiles.co.uk
,"Northern Edge Coffee is an independent coffee roastery based in the seaside town of Berwick upon Tweed. We specialise in roasting delicious, hand crafted coffee for both the retail and wholesale markets and are dedicated to crafting high quality coffee. All our coffee is fair-trade, organic, and supports rainforest alliance.",Northern Edge Coffee,,http://www.northernedgecoffee.co.uk
,Artisan Coffee Roaster. Specialty grade arabica beans hand roasted on demand. Quality. Freshness. Go on have a cuppa craic.,Craic Coffee,,http://twitter.com/craic_coffee
,"Freshly roasted and lovingly prepared, the Tynemouth Coffee Company can deliver our award winning artisan coffee experience directly to your front door. With an unrivalled selection of global blends and tastes, you can enjoy the modern coffee shop escape, without having to lift a finger!",Tynemouth Coffee Co.,,http://tynemouthcoffee.com
,"We are a small artisan roaster based in sunny Sherburn in Elmet in the middle of the Yorkshire country side. All our single origins are lovingly hand roasted and hand packed on site on our 15kg Toper roaster. With fifteen years of experience, we have built up a vast knowledge on everything to do with the coffee industry; from the machines to beans and all the extra bits in-between.",Caffe Society,,https://thecoffeeroasters.co.uk/collections/caffe-society
,"Ponticelli® Espresso was born in 2009 out of one familys’ love of Quality Coffee. Mark and Stephen Bergin, a Father and Son team in Waterford had been in the Coffee industry for several years as agents for imported coffee brands, when they grew tired of the lack of a quality local offering in the south east of Ireland. So they decided to do it themselves, and set about researching Roasting Equipment, and coffee recipes. Countless gallons and kilos of coffee later, and they had their first and still most popular blend, Cafe Creme . Cafe Espresso soon followed, and from there Cafe Milano, and Cafe Roma, Superiore and San Marco, the ever evolving and growing Ponticelli® range soon grew a reputation for quality coffee, produced locally. Ponticelli®, literally meaning little bridges, was named after a suburb of Naples visited on a family holiday many years before.",Ponticelli Espresso,,http://www.ponticelli.ie
,"Our vision is to consistently aspire to coffee excellence in all facets and achieve international recognition as a leading artisan coffee company. We do this by rewarding and inspiring our team, and implementing robust systems and processes that duly guarantee the ultimate coffee experience for all our clients. We’re humble about our achievements but aspire to be the best. People are a vital part of our operation and our philosophy is to build strong relationships with our clients, suppliers and our team. We invite you to join us on our journey as we live, roast, taste and talk coffee",Ozone Coffee Uk,,http://ozonecoffee.co.uk
,Merging years of innovation and detail-led experience from speciality coffee with the efficiencies of commercial production. We are Modern Standard Coffee.,Modern Standard Coffee,,https://www.modernstandardcoffee.com
,"Chairs & Coffee owners, Simone and Roberto, met in London in 2006, working together in a restaurant. Roberto grew up in a coffee shop in Verona, Italy and always worked in hospitality, Simone has always worked with coffee: roasting, engineering and barista training. Roberto left London in 2008 and started running his own busy aperitif & cocktail bar in Verona. After finishing in 6th place at the 2010 UK Barista Championship, Simone moved to Central America, where he worked in a coffee exporting company and judged barista competitions in Guatemala and El Salvador. He also secured 2nd place at the Italian coffee cupping competition in 2012. The two friends met again in London in mid 2012. At the beginning of 2013 they shook hands and decided to open (and build) a coffee shop. Chairs & Coffee was born!",Chairs and Coffee,,http://chairsandcoffee.co.uk
,"Focusing on high-altitude producers, we carefully select ethically sourced green beans and roast them to perfection on our Giesen",Brazier Roasters,,http://braziercoffeeroasters.co.uk
,Homerton Coffee Roasters - Hackney Cafe,Dark Arts Coffee,,http://www.darkartscoffee.co.uk
,"We at Coffee Spot Roasters, are an independent artisan coffee roaster based in East Sussex that roast high quality graded origin coffee beans in small 1 kilo batches to ensure the bean character profile and aromas remain intact; we only roast on demand to assure you, our customer, that what you order is 100% FRESH roasted coffee beans. Coffee Spot Roasters passion is to explore the hidden 'sweet spot' of every Coffee Bean variety we encounter, producing what we hope you'll think as the best quality roast coffee beans in the UK.",Coffee Spot Roasters,,http://1066Coffee.co.uk
,COFFEE FACILITATORS. We shall not cease from exploration and at the end... will be to arrive where we started and know the place for the first time T.S. Eliot,Full Circle Roasters,,http://www.facebook.com/FCRoaster
,"At Twin Café we want to do coffee differently. We set up direct trade links between twinned cities. We pay our farmers a fair price and then use our profits to fund amazing projects in our twinned cities. Our coffee is grown in the famous Miraflor natural reserve in the Esteli region of Nicaragua. The small farmer’s co-operative UCA Miraflor have partnered with Twin Café, sharing our vision to bring their experience and knowledge of the art of coffee cultivation to Sheffield",Twin Cafe,,http://www.twincafe.org/
,"We're two boys from Kenya and we've created our own micro roast works in Celbridge, Ireland. Specialty and Single Origin coffees is what we love. We are focused on sourcing the finest single origin and specialty coffees from around the world. We roast our coffee with the best equipment available, with the knowledge and experience that we have and with love for what we do. What makes this all worth our while? The delight we get when you've tasted our coffee and realise that yes, coffee can taste this good.",Baobab Coffee Roasters,,http://www.baobab.ie
,"Our founders, Simon Spiller and David Tait, are two friends who share a passion for coffee. They source only the finest coffee beans from around the world and craft original blends, in small batches, in their own micro-roaster in South West England. Simon and David have spent many years running businesses which roast, wholesale and serve coffee. As such, they are one of many innovators who have helped shape a renaissance in the High Street coffee experience in the UK over the past decade. Now, their shared experience and insights enables them to create and offer premium quality coffees that customers love to drink",Spiller & Tait,,http://spillerandtait.co.uk
,"The Galway Roast began life as a café in Tuam, County Galway over 3 years ago and today has grown into a unique company that roasts its very own coffee beans to ensure customers receive the freshest and most distinctive tasting coffee possible.",The Galway Roast,,http://www.thegalwayroast.com
,The Roast House is a Restaurant & Coffee Roastery in Tralee and is the only roastery in Kerry.,TheRoastHouseTralee,,http://theroasthouse.ie
,"We're a passionate team who all share the same vision, to bridge the gap between the average coffee drinker and the specialty coffee shops. Our knowledge of coffee helped us develop a real thirst to share this with the everyday coffee drinkers and to bring a more flavoursome cup to you at home.",New Wave Coffee,,http://newwavecoffee.co.uk
,"Sublime coffee, personalised consultancy & barista training is just the beginning of the journey",Second City Coffee,,http://secondcitycoffee.co.uk
,We source & batch roast the finest beans from around the world and deliver them freshly to you! Never from frozen.,Wholey Bean,,http://wholeybean.com
,Making amazing coffee is only part of what we do we are an innovative company that seeks to improve coffee quality in numerous ways and aims to engage you like never before by involving you in funding and following our heroes in achieving goals that benefit the wider society. Our company works on a voting scheme allowing our customers to channel the proportion of their funds into the projects they care about the most. It's not charity we directly fund these projects so the 20% we give away goes direct to your chosen project.,Beanheroes,,http://www.beanheroes.co.uk
,"If you’re looking for excellent coffee you’ve come to the right place. At Imbibe, our coffee starts at great and ranges to the highest quality speciality coffees, including Cup Of Excellence winners.",Imbibe Coffee,,http://imbibe.ie
,"We are Bruce & Luke. Our passion for coffee started when we took on a cafe, where we learned to fine tune our knowledge of coffee from a baristas view. From there we started travelling around trying different roasters coffees and being excited by all the different tastes. So we decided to start our very own small batch hands on Coffee Roaster with simple ethics. To source great beans, play around with how we roast to bring out the very best flavour and to get the product to you guys fresh.",Bruce & Lukes Coffee,,http://www.bruceandlukes.com
,"Established in 1983 Tropic is an independent family owned Coffee Roasting and packaging business. The company imports, blends, roasts, packs coffee at its factory in Kings Lynn Norfolk. Tropic specialises in ‘own label‘ packaging. Coffee can be blended to the customer’s specific requirements and existing blends matched if necessary.",Tropic Coffee Ltd,,http://www.tropiccoffee.co.uk
